show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s2142,TV Show,Title 2142,Director 88,Actor 239,Italy,"March 17, 2018",2019,G,1 Seasons,"Horror, Sci-Fi, Animation",Description for title 2142
s2143,Movie,Title 2143,Director 114,Actor 317,"Turkey, Mexico, Italy","September 10, 2023",2013,NC-17,112 min,"Documentary, Action",Description for title 2143
s2144,Movie,Title 2144,Director 98,Actor 120,United Kingdom,"August 11, 2025",2018,NC-17,62 min,Horror,Description for title 2144
s2145,TV Show,Title 2145,Director 46,Actor 47,Germany,"April 22, 2023",2011,TV-Y7,1 Seasons,"Fantasy, Adventure",Description for title 2145
s2146,Movie,Title 2146,Director 70,Actor 9,Netherlands,"January 06, 2020",2009,R,88 min,Action,Description for title 2146
s2147,Movie,Title 2147,Director 165,Actor 232,"India, Australia","November 27, 2017",1998,G,2 Seasons,Drama,Description for title 2147
s2148,Movie,Title 2148,Director 66,Actor 35,"South Korea, France","December 19, 2024",2011,PG-13,106 min,"Animation, Drama, Documentary",Description for title 2148
s2149,TV Show,Title 2149,Director 61,Actor 412,"Brazil, Germany","April 08, 2024",2005,R,78 min,"Thriller, Comedy, Horror",Description for title 2149
s2150,Movie,Title 2150,Director 108,Actor 461,"Brazil, Spain","January 19, 2018",1991,NC-17,4 Seasons,"Thriller, Animation",Description for title 2150
s2151,Movie,Title 2151,Director 166,Actor 3,Brazil,"September 12, 2023",2012,TV-G,40 min,"Sci-Fi, Action, Animation",Description for title 2151
s2152,TV Show,Title 2152,Director 36,Actor 43,"United States, Australia, United Kingdom","September 14, 2021",2018,TV-G,4 Seasons,"Thriller, Romance, Comedy",Description for title 2152
s2153,TV Show,Title 2153,Director 118,Actor 55,"Spain, Germany","February 29, 2020",2000,PG,11 Seasons,Documentary,Description for title 2153
s2154,Movie,Title 2154,Director 85,Actor 41,Germany,"November 09, 2018",2011,TV-14,12 Seasons,Action,Description for title 2154
s2155,Movie,Title 2155,Director 125,Actor 254,"Turkey, Netherlands, United States","June 03, 2023",1992,R,136 min,"Horror, Thriller",Description for title 2155
s2156,Movie,Title 2156,Director 135,Actor 227,Turkey,"May 17, 2018",2001,PG,10 Seasons,Drama,Description for title 2156
s2157,Movie,Title 2157,Director 51,Actor 113,"United Kingdom, France, India","June 09, 2021",1990,NC-17,4 Seasons,"Documentary, Thriller",Description for title 2157
s2158,Movie,Title 2158,Director 90,Actor 236,Mexico,"July 31, 2022",2015,R,5 Seasons,Animation,Description for title 2158
s2159,TV Show,Title 2159,Director 32,Actor 396,Spain,"December 04, 2022",2023,PG,142 min,Comedy,Description for title 2159
s2160,TV Show,Title 2160,Director 80,Actor 173,"South Korea, United Kingdom","April 20, 2025",2018,PG-13,117 min,"Animation, Action, Crime",Description for title 2160
s2161,Movie,Title 2161,Director 41,Actor 254,"United States, South Korea","June 24, 2021",2022,PG-13,2 Seasons,"Documentary, Comedy",Description for title 2161
s2162,Movie,Title 2162,Director 111,Actor 465,"Turkey, India","May 29, 2022",2021,TV-Y7,91 min,"Romance, Sci-Fi",Description for title 2162
s2163,TV Show,Title 2163,Director 125,Actor 416,"United States, South Korea","June 29, 2020",2014,R,71 min,Crime,Description for title 2163
s2164,Movie,Title 2164,Director 154,Actor 276,"United States, Japan","July 15, 2018",1991,G,5 Seasons,"Documentary, Comedy",Description for title 2164
s2165,TV Show,Title 2165,Director 135,Actor 463,Spain,"April 13, 2021",2004,NC-17,164 min,Romance,Description for title 2165
s2166,Movie,Title 2166,Director 150,Actor 334,"Australia, Canada","July 29, 2022",2002,TV-Y,13 Seasons,"Horror, Thriller, Crime",Description for title 2166
s2167,Movie,Title 2167,Director 105,Actor 440,"Turkey, Australia, Japan","August 21, 2025",2004,TV-Y,7 Seasons,"Thriller, Documentary",Description for title 2167
s2168,TV Show,Title 2168,Director 124,Actor 68,Netherlands,"September 09, 2018",1995,TV-14,100 min,"Fantasy, Sci-Fi, Thriller",Description for title 2168
s2169,Movie,Title 2169,Director 112,Actor 325,"Germany, Netherlands, Canada","June 30, 2023",2010,TV-MA,171 min,"Horror, Action, Crime",Description for title 2169
s2170,TV Show,Title 2170,Director 63,Actor 229,"United States, India","July 03, 2020",2015,PG,4 Seasons,Romance,Description for title 2170
s2171,Movie,Title 2171,Director 122,Actor 66,"Turkey, Germany","May 15, 2022",2007,NC-17,14 Seasons,"Adventure, Comedy, Drama",Description for title 2171
s2172,Movie,Title 2172,Director 113,Actor 303,"United Kingdom, Germany, Turkey","March 25, 2025",1995,R,6 Seasons,"Fantasy, Horror, Romance",Description for title 2172
s2173,TV Show,Title 2173,Director 19,Actor 459,Germany,"August 27, 2020",2003,TV-MA,163 min,Romance,Description for title 2173
s2174,Movie,Title 2174,Director 15,Actor 483,"Netherlands, Italy, Turkey","March 30, 2020",2007,NC-17,7 Seasons,"Romance, Adventure",Description for title 2174
s2175,TV Show,Title 2175,Director 144,Actor 416,Canada,"May 30, 2024",2009,TV-Y7,63 min,"Crime, Animation, Comedy",Description for title 2175
s2176,Movie,Title 2176,Director 18,Actor 35,"Netherlands, India, Brazil","August 29, 2018",2004,PG-13,2 Seasons,"Fantasy, Documentary, Animation",Description for title 2176
s2177,Movie,Title 2177,Director 119,Actor 416,Australia,"April 15, 2025",2016,TV-G,135 min,"Romance, Thriller, Crime",Description for title 2177
s2178,TV Show,Title 2178,Director 135,Actor 158,"United States, Turkey","May 17, 2023",2013,TV-MA,14 Seasons,"Romance, Documentary",Description for title 2178
s2179,Movie,Title 2179,Director 165,Actor 148,Germany,"November 12, 2018",2001,TV-PG,14 Seasons,Documentary,Description for title 2179
s2180,Movie,Title 2180,Director 37,Actor 26,"Germany, United Kingdom","October 20, 2025",1990,G,14 Seasons,Animation,Description for title 2180
s2181,Movie,Title 2181,Director 180,Actor 474,Australia,"March 24, 2020",2003,G,11 Seasons,"Thriller, Comedy",Description for title 2181
s2182,Movie,Title 2182,Director 92,Actor 71,United Kingdom,"February 11, 2020",2021,TV-PG,6 Seasons,Crime,Description for title 2182
s2183,Movie,Title 2183,Director 104,Actor 247,"Spain, Australia","March 14, 2018",1992,TV-14,141 min,"Documentary, Crime",Description for title 2183
s2184,TV Show,Title 2184,Director 99,Actor 100,"Australia, Germany","April 09, 2025",1999,G,1 Seasons,"Documentary, Animation, Thriller",Description for title 2184
s2185,TV Show,Title 2185,Director 89,Actor 189,"United States, Netherlands","June 02, 2025",2015,PG,1 Seasons,Comedy,Description for title 2185
s2186,TV Show,Title 2186,Director 158,Actor 95,"Japan, Spain","November 14, 2022",2020,PG-13,8 Seasons,Adventure,Description for title 2186
s2187,TV Show,Title 2187,Director 43,Actor 383,Brazil,"April 22, 2019",1999,TV-Y7,1 Seasons,"Horror, Sci-Fi, Crime",Description for title 2187
s2188,TV Show,Title 2188,Director 187,Actor 281,"United States, Japan","September 16, 2025",1990,TV-14,117 min,"Romance, Documentary",Description for title 2188
s2189,TV Show,Title 2189,Director 75,Actor 321,"United Kingdom, Turkey","April 18, 2021",2021,PG-13,106 min,"Crime, Drama",Description for title 2189
s2190,Movie,Title 2190,Director 144,Actor 395,"Mexico, Netherlands, United Kingdom","May 10, 2020",2008,TV-PG,61 min,Drama,Description for title 2190
s2191,TV Show,Title 2191,Director 78,Actor 277,Mexico,"December 30, 2025",1990,PG,95 min,Crime,Description for title 2191
s2192,TV Show,Title 2192,Director 72,Actor 16,"South Korea, Italy, India","May 17, 2020",2015,PG-13,14 Seasons,Animation,Description for title 2192
s2193,Movie,Title 2193,Director 166,Actor 262,"United Kingdom, Germany","February 20, 2023",1994,TV-PG,13 Seasons,Crime,Description for title 2193
s2194,Movie,Title 2194,Director 169,Actor 106,"Netherlands, Italy, South Korea","June 13, 2020",2015,TV-Y,1 Seasons,"Crime, Adventure",Description for title 2194
s2195,Movie,Title 2195,Director 175,Actor 67,Spain,"April 03, 2022",1990,TV-MA,8 Seasons,Romance,Description for title 2195
s2196,Movie,Title 2196,Director 139,Actor 127,Japan,"December 01, 2022",2019,TV-MA,176 min,Crime,Description for title 2196
s2197,TV Show,Title 2197,Director 95,Actor 292,"United Kingdom, Turkey","January 21, 2021",2001,TV-PG,11 Seasons,"Documentary, Action",Description for title 2197
s2198,Movie,Title 2198,Director 88,Actor 293,"Brazil, Australia","March 07, 2019",2013,NC-17,14 Seasons,"Animation, Documentary, Thriller",Description for title 2198
s2199,Movie,Title 2199,Director 102,Actor 95,"United States, Australia, France","March 27, 2020",2014,R,94 min,Drama,Description for title 2199
s2200,TV Show,Title 2200,Director 145,Actor 394,"Germany, Brazil","June 13, 2024",1997,PG,6 Seasons,Fantasy,Description for title 2200
s2201,Movie,Title 2201,Director 5,Actor 0,"United States, France, Spain","April 19, 2025",2001,G,144 min,Action,Description for title 2201
s2202,Movie,Title 2202,Director 121,Actor 408,Italy,"December 05, 2021",2016,TV-MA,179 min,Sci-Fi,Description for title 2202
s2203,Movie,Title 2203,Director 170,Actor 297,"Turkey, Australia, India","July 12, 2020",2001,NC-17,175 min,"Fantasy, Documentary, Animation",Description for title 2203
s2204,TV Show,Title 2204,Director 115,Actor 179,"Mexico, Italy","June 14, 2023",2021,G,55 min,Romance,Description for title 2204
s2205,TV Show,Title 2205,Director 162,Actor 407,Germany,"December 03, 2020",2005,TV-Y,13 Seasons,"Documentary, Romance",Description for title 2205
s2206,Movie,Title 2206,Director 181,Actor 180,"South Korea, Canada, Turkey","June 24, 2020",2019,TV-MA,3 Seasons,Comedy,Description for title 2206
s2207,TV Show,Title 2207,Director 61,Actor 234,"Spain, Australia","June 02, 2020",2021,TV-Y,49 min,Fantasy,Description for title 2207
s2208,Movie,Title 2208,Director 196,Actor 439,"South Korea, India","June 12, 2018",2004,TV-Y7,6 Seasons,"Thriller, Crime",Description for title 2208
s2209,TV Show,Title 2209,Director 143,Actor 318,"France, Japan, Italy","September 03, 2024",2010,TV-PG,124 min,Animation,Description for title 2209
s2210,TV Show,Title 2210,Director 135,Actor 336,"Germany, Italy","January 21, 2023",2018,TV-Y,8 Seasons,Animation,Description for title 2210
s2211,TV Show,Title 2211,Director 88,Actor 7,"Mexico, Germany, India","April 06, 2019",2019,PG-13,6 Seasons,"Drama, Action",Description for title 2211
s2212,Movie,Title 2212,Director 95,Actor 442,"India, Turkey","December 10, 2018",2014,TV-G,52 min,Crime,Description for title 2212
s2213,TV Show,Title 2213,Director 125,Actor 428,Mexico,"May 11, 2020",2009,NC-17,3 Seasons,"Adventure, Horror, Action",Description for title 2213
s2214,TV Show,Title 2214,Director 89,Actor 26,"Netherlands, Italy, Australia","April 08, 2022",1999,TV-G,14 Seasons,"Drama, Thriller, Documentary",Description for title 2214
s2215,Movie,Title 2215,Director 85,Actor 307,Spain,"October 07, 2020",2020,TV-G,91 min,Drama,Description for title 2215
s2216,TV Show,Title 2216,Director 158,Actor 145,"South Korea, United Kingdom, Italy","September 08, 2023",1990,PG-13,6 Seasons,"Comedy, Crime, Animation",Description for title 2216
s2217,Movie,Title 2217,Director 137,Actor 90,Spain,"November 19, 2020",1999,TV-Y7,57 min,"Crime, Animation",Description for title 2217
s2218,TV Show,Title 2218,Director 183,Actor 341,India,"October 24, 2024",2007,R,59 min,"Animation, Drama, Thriller",Description for title 2218
s2219,Movie,Title 2219,Director 120,Actor 271,"Japan, United States, Brazil","February 19, 2022",2002,TV-PG,129 min,"Drama, Adventure, Documentary",Description for title 2219
s2220,TV Show,Title 2220,Director 75,Actor 321,"South Korea, India","May 02, 2024",2021,TV-Y7,95 min,"Sci-Fi, Romance, Horror",Description for title 2220
s2221,Movie,Title 2221,Director 91,Actor 4,"India, France","February 15, 2025",2011,TV-14,137 min,"Adventure, Sci-Fi",Description for title 2221
s2222,Movie,Title 2222,Director 69,Actor 81,"India, Spain, France","November 12, 2020",1995,PG,7 Seasons,"Crime, Animation, Action",Description for title 2222
s2223,Movie,Title 2223,Director 147,Actor 386,"Netherlands, United States, Turkey","July 31, 2023",2022,G,68 min,"Fantasy, Sci-Fi",Description for title 2223
s2224,Movie,Title 2224,Director 132,Actor 218,"United Kingdom, Australia, India","December 20, 2024",1990,TV-Y,13 Seasons,Crime,Description for title 2224
s2225,Movie,Title 2225,Director 22,Actor 117,"Canada, South Korea, Italy","July 11, 2020",1992,TV-Y,11 Seasons,"Animation, Comedy",Description for title 2225
s2226,Movie,Title 2226,Director 136,Actor 80,"United States, Italy, Canada","December 08, 2018",1994,TV-14,146 min,"Comedy, Thriller",Description for title 2226
s2227,Movie,Title 2227,Director 57,Actor 463,"South Korea, Turkey, Brazil","February 13, 2019",2016,NC-17,12 Seasons,"Horror, Action",Description for title 2227
s2228,Movie,Title 2228,Director 186,Actor 69,"Italy, United Kingdom, Germany","November 20, 2024",2001,PG,9 Seasons,Thriller,Description for title 2228
s2229,Movie,Title 2229,Director 181,Actor 114,"Turkey, Brazil, Netherlands","September 01, 2021",2022,TV-PG,13 Seasons,"Thriller, Animation",Description for title 2229
s2230,TV Show,Title 2230,Director 45,Actor 262,"Japan, Australia","May 15, 2025",2016,TV-Y,68 min,"Horror, Crime, Action",Description for title 2230
s2231,Movie,Title 2231,Director 21,Actor 305,"Turkey, Australia, United Kingdom","December 05, 2018",2002,R,10 Seasons,"Fantasy, Comedy, Action",Description for title 2231
s2232,TV Show,Title 2232,Director 191,Actor 141,"Brazil, United Kingdom","April 06, 2020",2000,TV-Y7,140 min,"Sci-Fi, Adventure",Description for title 2232
s2233,TV Show,Title 2233,Director 7,Actor 421,"Japan, United States, Turkey","June 05, 2018",2000,TV-PG,3 Seasons,"Drama, Comedy, Action",Description for title 2233
s2234,TV Show,Title 2234,Director 122,Actor 487,"Italy, Spain, Turkey","November 28, 2022",1993,TV-G,14 Seasons,"Drama, Action",Description for title 2234
s2235,Movie,Title 2235,Director 19,Actor 206,"Netherlands, India, Germany","April 14, 2024",2007,G,4 Seasons,Comedy,Description for title 2235
s2236,TV Show,Title 2236,Director 178,Actor 110,France,"January 08, 2021",2007,PG-13,136 min,"Animation, Comedy",Description for title 2236
s2237,Movie,Title 2237,Director 77,Actor 302,Italy,"November 25, 2022",2017,TV-14,41 min,"Action, Crime, Drama",Description for title 2237
s2238,Movie,Title 2238,Director 38,Actor 111,"Netherlands, United Kingdom, Canada","December 27, 2020",1995,PG,2 Seasons,"Crime, Comedy, Thriller",Description for title 2238
s2239,Movie,Title 2239,Director 36,Actor 416,France,"October 01, 2025",1994,PG-13,122 min,Drama,Description for title 2239
s2240,TV Show,Title 2240,Director 177,Actor 42,"France, Australia","December 06, 2019",2000,NC-17,1 Seasons,"Romance, Thriller, Sci-Fi",Description for title 2240
s2241,Movie,Title 2241,Director 161,Actor 346,Germany,"December 24, 2021",1994,TV-Y,5 Seasons,"Sci-Fi, Horror",Description for title 2241
s2242,Movie,Title 2242,Director 74,Actor 284,"Germany, Australia, Turkey","October 03, 2018",1998,PG-13,61 min,"Sci-Fi, Action",Description for title 2242
s2243,TV Show,Title 2243,Director 117,Actor 127,"Japan, Netherlands","December 29, 2025",2012,PG,123 min,Thriller,Description for title 2243
s2244,TV Show,Title 2244,Director 103,Actor 184,United States,"December 10, 2017",2000,NC-17,13 Seasons,"Action, Romance, Drama",Description for title 2244
s2245,Movie,Title 2245,Director 160,Actor 228,"Japan, United States","March 07, 2020",2004,R,72 min,"Romance, Fantasy",Description for title 2245
s2246,Movie,Title 2246,Director 30,Actor 388,"Netherlands, Turkey, United States","April 09, 2022",2014,NC-17,3 Seasons,Crime,Description for title 2246
s2247,TV Show,Title 2247,Director 122,Actor 220,"United States, Italy","October 13, 2020",2006,TV-14,5 Seasons,"Action, Sci-Fi",Description for title 2247
s2248,Movie,Title 2248,Director 53,Actor 351,India,"September 11, 2025",2015,R,4 Seasons,Documentary,Description for title 2248
s2249,Movie,Title 2249,Director 171,Actor 443,United States,"July 30, 2019",2003,R,14 Seasons,Thriller,Description for title 2249
s2250,Movie,Title 2250,Director 33,Actor 116,"United States, Mexico, Turkey","June 28, 2020",1998,TV-G,139 min,Comedy,Description for title 2250
s2251,TV Show,Title 2251,Director 198,Actor 69,Germany,"May 24, 2019",2016,TV-Y,65 min,Fantasy,Description for title 2251
s2252,TV Show,Title 2252,Director 121,Actor 385,"United States, Turkey, India","February 17, 2021",2016,PG,126 min,"Comedy, Thriller, Documentary",Description for title 2252
s2253,TV Show,Title 2253,Director 112,Actor 69,South Korea,"September 19, 2020",2005,PG-13,156 min,Drama,Description for title 2253
s2254,TV Show,Title 2254,Director 61,Actor 109,Netherlands,"November 20, 2020",2011,TV-G,118 min,"Thriller, Horror",Description for title 2254
s2255,Movie,Title 2255,Director 22,Actor 426,Brazil,"February 25, 2022",2019,G,120 min,"Sci-Fi, Fantasy",Description for title 2255
s2256,Movie,Title 2256,Director 45,Actor 131,Japan,"July 10, 2021",2015,TV-Y,9 Seasons,"Action, Drama, Thriller",Description for title 2256
s2257,Movie,Title 2257,Director 55,Actor 55,Italy,"January 15, 2019",2022,PG-13,10 Seasons,"Sci-Fi, Thriller, Comedy",Description for title 2257
s2258,Movie,Title 2258,Director 134,Actor 476,Italy,"February 23, 2019",1990,TV-PG,164 min,Comedy,Description for title 2258
s2259,Movie,Title 2259,Director 117,Actor 442,Italy,"July 11, 2022",2001,TV-14,161 min,Sci-Fi,Description for title 2259
